Gene	Is gene significantly up- or downregulated in aging MII oocytes?	Source	Species
MROH2A	up	Ntostis 2021	human
TCF19	up	Ntostis 2021	human
HOXA11-AS	up	Ntostis 2021	human
PIMREG	up	Ntostis 2021	human
PLEKHO2	up	Ntostis 2021	human
PLK2	up	Ntostis 2021	human
TP53TG3GP	up	Ntostis 2021	human
KIRREL3-AS3	up	Ntostis 2021	human
TFAP2C	up	Ntostis 2021	human
SDHAP2	up	Ntostis 2021	human
ZNF671	up	Ntostis 2021	human
SSTR2	up	Ntostis 2021	human
DMRT2	up	Ntostis 2021	human
PTP4A3	up	Ntostis 2021	human
MYH3	up	Ntostis 2021	human
CNNM1	up	Ntostis 2021	human
B3GNT3	up	Ntostis 2021	human
FDPSP4	up	Ntostis 2021	human
RNU1-82P	up	Ntostis 2021	human
SACS-AS1	up	Ntostis 2021	human
EML1: echinoderm microtubule associated protein like 1	down	Grondahl 2010	human
CDNA clone IMAGE:5266257	down	Grondahl 2010	human
TMSL8: thymosin-like 8	down	Grondahl 2010	human
STYK1: serine/threonine/tyrosine kinase 1	down	Grondahl 2010	human
Full length insert cDNA clone YY93H10	down	Grondahl 2010	human
ARL6IP6: ADP-ribosylation-like factor 6 interacting protein 6	down	Grondahl 2010	human
CD36: CD36 molecule (thrombospondin receptor)	down	Grondahl 2010	human
DDX20: DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	down	Grondahl 2010	human
SPG20: spastic paraplegia 20 (Troyer syndrome)	down	Grondahl 2010	human
ODZ2: odz, odd Oz/ten-m homolog 2 (Drosophila)	down	Grondahl 2010	human
IL4: interleukin 4	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
SELI: selenoprotein I	down	Grondahl 2010	human
IL4: interleukin 4	down	Grondahl 2010	human
IBRDC2: IBR domain containing 2	down	Grondahl 2010	human
CDKN1C: cyclin-dependent kinase inhibitor 1C (p57, Kip2)	down	Grondahl 2010	human
PHF3: PHD finger protein 3	down	Grondahl 2010	human
Homo sapiens, clone IMAGE:5580334, mRNA	down	Grondahl 2010	human
TMEM135: transmembrane protein 135	down	Grondahl 2010	human
RELL1: RELT-like 1	down	Grondahl 2010	human
HSF5: heat shock transcription factor family member 5	down	Grondahl 2010	human
LSM5: LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	down	Grondahl 2010	human
ANGEL2: angel homolog 2 (Drosophila)	down	Grondahl 2010	human
TMEM33: transmembrane protein 33	down	Grondahl 2010	human
ZNF184: zinc finger protein 184	down	Grondahl 2010	human
NUDT4: nudix (nucleoside diphosphate linked moiety X)-type motif 4	down	Grondahl 2010	human
TSNAX: translin-associated factor X	down	Grondahl 2010	human
LARP4: La ribonucleoprotein domain family, member 4	down	Grondahl 2010	human
LOC728613 /// PDCD6: programmed cell death 6 /// programmed cell death protein 6-like	down	Grondahl 2010	human
SYT17: Synaptotagmin XVII	down	Grondahl 2010	human
MARVELD2: MARVEL domain containing 2	down	Grondahl 2010	human
CRIPAK: cysteine-rich PAK1 inhibitor	down	Grondahl 2010	human
ELMOD2: ELMO/CED-12 domain containing 2	down	Grondahl 2010	human
ZBTB10: Zinc finger and BTB domain containing 10	down	Grondahl 2010	human
C9orf95: chromosome 9 open reading frame 95	down	Grondahl 2010	human
VPS13C: vacuolar protein sorting 13 homolog C (S. cerevisiae)	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
HP1BP3: heterochromatin protein 1, binding protein 3	down	Grondahl 2010	human
SMAD2: SMAD family member 2	down	Grondahl 2010	human
PCCA: propionyl Coenzyme A carboxylase, alpha polypeptide	down	Grondahl 2010	human
CHURC1: churchill domain containing 1	down	Grondahl 2010	human
hCG_1815491: hCG1815491	down	Grondahl 2010	human
MKL2: MKL/myocardin-like 2	down	Grondahl 2010	human
CDNA clone IMAGE:3928921	down	Grondahl 2010	human
SMC1A: structural maintenance of chromosomes 1A	down	Grondahl 2010	human
GJA7: gap junction protein, alpha 7, 45kDa	down	Grondahl 2010	human
FAM60A: family with sequence similarity 60, member A	down	Grondahl 2010	human
LOH11CR2A: loss of heterozygosity, 11, chromosomal region 2, gene A	down	Grondahl 2010	human
UBL3: ubiquitin-like 3	down	Grondahl 2010	human
TLK1: tousled-like kinase 1	down	Grondahl 2010	human
GDA: guanine deaminase	down	Grondahl 2010	human
PPM2C: protein phosphatase 2C, magnesium-dependent, catalytic subunit	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
RALGPS2: Ral GEF with PH domain and SH3 binding motif 2	down	Grondahl 2010	human
TMEM65: transmembrane protein 65	down	Grondahl 2010	human
Homo sapiens, clone IMAGE:3858719, mRNA	down	Grondahl 2010	human
PLAC1: placenta-specific 1	down	Grondahl 2010	human
ELP3: elongation protein 3 homolog (S. cerevisiae)	down	Grondahl 2010	human
LOC728613: programmed cell death protein 6-like	down	Grondahl 2010	human
AGXT2L1: alanine-glyoxylate aminotransferase 2-like 1	down	Grondahl 2010	human
LOC133491: hypothetical protein LOC133491	down	Grondahl 2010	human
Homo sapiens, clone IMAGE:4414836, mRNA	down	Grondahl 2010	human
ZNF260: zinc finger protein 260	down	Grondahl 2010	human
RPS21: ribosomal protein S21	down	Grondahl 2010	human
COX18: COX18 cytochrome c oxidase assembly homolog (S. cerevisiae)	down	Grondahl 2010	human
ZWILCH: Zwilch, kinetochore associated, homolog (Drosophila)	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
FLJ14803: hypothetical protein FLJ14803	down	Grondahl 2010	human
RALGPS2: Ral GEF with PH domain and SH3 binding motif 2	down	Grondahl 2010	human
TRMT11: tRNA methyltransferase 11 homolog (S. cerevisiae)	down	Grondahl 2010	human
ETV5: Ets variant gene 5 (ets-related molecule)	down	Grondahl 2010	human
TMC5: transmembrane channel-like 5	down	Grondahl 2010	human
FBXL16: F-box and leucine-rich repeat protein 16	down	Grondahl 2010	human
ATP7A: ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)	down	Grondahl 2010	human
SNAP23: synaptosomal-associated protein, 23kDa	down	Grondahl 2010	human
ZNF25: zinc finger protein 25	down	Grondahl 2010	human
WWC1: WW and C2 domain containing 1	down	Grondahl 2010	human
Hs.65797.0	down	Grondahl 2010	human
NOL9: nucleolar protein 9	down	Grondahl 2010	human
PAPOLG: poly(A) polymerase gamma	down	Grondahl 2010	human
KIAA1737: KIAA1737	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
MRPS14: mitochondrial ribosomal protein S14	down	Grondahl 2010	human
RARS2: arginyl-tRNA synthetase 2, mitochondrial (putative)	down	Grondahl 2010	human
ZNF770: zinc finger protein 770	down	Grondahl 2010	human
ENDOG: endonuclease G	down	Grondahl 2010	human
TNFRSF10B: tumor necrosis factor receptor superfamily, member 10b	down	Grondahl 2010	human
SPTBN1: spectrin, beta, non-erythrocytic 1	down	Grondahl 2010	human
UBE2D2: ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	down	Grondahl 2010	human
PCTK2: PCTAIRE protein kinase 2	down	Grondahl 2010	human
Hs.136470.0	down	Grondahl 2010	human
TDGF1 /// TDGF3: teratocarcinoma-derived growth factor 1 /// teratocarcinoma-derived growth factor 3, pseudogene	down	Grondahl 2010	human
NAB1: NGFI-A binding protein 1 (EGR1 binding protein 1)	down	Grondahl 2010	human
ITPR1: inositol 1,4,5-triphosphate receptor, type 1	down	Grondahl 2010	human
PKN2: protein kinase N2	down	Grondahl 2010	human
SCCPDH: saccharopine dehydrogenase (putative)	down	Grondahl 2010	human
DDAH1: dimethylarginine dimethylaminohydrolase 1	down	Grondahl 2010	human
SERAC1: serine active site containing 1	down	Grondahl 2010	human
C20orf3: chromosome 20 open reading frame 3	down	Grondahl 2010	human
VEZT: vezatin, adherens junctions transmembrane protein	down	Grondahl 2010	human
MTMR10: myotubularin related protein 10	down	Grondahl 2010	human
THAP5: THAP domain containing 5	down	Grondahl 2010	human
CEP57: centrosomal protein 57kDa	down	Grondahl 2010	human
GNG2: guanine nucleotide binding protein (G protein), gamma 2	down	Grondahl 2010	human
ZCCHC6: Zinc finger, CCHC domain containing 6	down	Grondahl 2010	human
PIAS2: Protein inhibitor of activated STAT, 2	down	Grondahl 2010	human
ANKS1A: ankyrin repeat and sterile alpha motif domain containing 1A	down	Grondahl 2010	human
TSPYL5: TSPY-like 5	down	Grondahl 2010	human
TSPYL1: TSPY-like 1	down	Grondahl 2010	human
REPS2: RALBP1 associated Eps domain containing 2	down	Grondahl 2010	human
PTP4A1: protein tyrosine phosphatase type IVA, member 1	down	Grondahl 2010	human
PRPS2: Phosphoribosyl pyrophosphate synthetase 2	down	Grondahl 2010	human
Full-length cDNA clone CS0CAP007YP22 of Thymus of Homo sapiens (human)	down	Grondahl 2010	human
ZC3H15: zinc finger CCCH-type containing 15	down	Grondahl 2010	human
PIGK: phosphatidylinositol glycan anchor biosynthesis, class K	down	Grondahl 2010	human
PLEKHF2: pleckstrin homology domain containing, family F (with FYVE domain) member 2	down	Grondahl 2010	human
MRNA; cDNA DKFZp667P1024 (from clone DKFZp667P1024)	down	Grondahl 2010	human
GRB10: growth factor receptor-bound protein 10	down	Grondahl 2010	human
NEDD4L: neural precursor cell expressed, developmentally down-regulated 4-like	down	Grondahl 2010	human
PRKG1: protein kinase, cGMP-dependent, type I	down	Grondahl 2010	human
CDH17: cadherin 17, LI cadherin (liver-intestine)	down	Grondahl 2010	human
LSM8: LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)	down	Grondahl 2010	human
UBE4B: ubiquitination factor E4B (UFD2 homolog, yeast)	down	Grondahl 2010	human
TMEM38B: transmembrane protein 38B	down	Grondahl 2010	human
C9orf82: chromosome 9 open reading frame 82	down	Grondahl 2010	human
Homo sapiens, Similar to LOC169932, clone IMAGE:4499203, mRNA	down	Grondahl 2010	human
Hs.110341.0	down	Grondahl 2010	human
SERP1: stress-associated endoplasmic reticulum protein 1	down	Grondahl 2010	human
KIF1B: Kinesin family member 1B	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
USP9X: ubiquitin specific peptidase 9, X-linked	down	Grondahl 2010	human
IVNS1ABP: influenza virus NS1A binding protein	down	Grondahl 2010	human
SPHAR: S-phase response (cyclin-related)	down	Grondahl 2010	human
ZBTB10: zinc finger and BTB domain containing 10	down	Grondahl 2010	human
DLG1: discs, large homolog 1 (Drosophila)	down	Grondahl 2010	human
SPG11: spastic paraplegia 11 (autosomal recessive)	down	Grondahl 2010	human
CXorf45: chromosome X open reading frame 45	down	Grondahl 2010	human
EPB41: erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	down	Grondahl 2010	human
TM2D2: TM2 domain containing 2	down	Grondahl 2010	human
RBM33: RNA binding motif protein 33	down	Grondahl 2010	human
NAT12: N-acetyltransferase 12	down	Grondahl 2010	human
SEC22B: SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	down	Grondahl 2010	human
PTBP2: polypyrimidine tract binding protein 2	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
RNF11: ring finger protein 11	down	Grondahl 2010	human
P15RS: hypothetical protein FLJ10656	down	Grondahl 2010	human
CDNA FLJ11631 fis, clone HEMBA1004267	down	Grondahl 2010	human
KIAA0888: KIAA0888 protein	down	Grondahl 2010	human
MANSC1: MANSC domain containing 1	down	Grondahl 2010	human
GOPC: golgi associated PDZ and coiled-coil motif containing	down	Grondahl 2010	human
RAN: RAN, member RAS oncogene family	down	Grondahl 2010	human
RPS6KB1: ribosomal protein S6 kinase, 70kDa, polypeptide 1	down	Grondahl 2010	human
SLC30A1: solute carrier family 30 (zinc transporter), member 1	down	Grondahl 2010	human
GOSR2: golgi SNAP receptor complex member 2	down	Grondahl 2010	human
MGAT4A: mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
KIF14: kinesin family member 14	down	Grondahl 2010	human
ABCA5: ATP-binding cassette, sub-family A (ABC1), member 5	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
ZNF238: zinc finger protein 238	down	Grondahl 2010	human
RAB22A: RAB22A, member RAS oncogene family	down	Grondahl 2010	human
UBQLN1: ubiquilin 1	down	Grondahl 2010	human
SRRM1: serine/arginine repetitive matrix 1	down	Grondahl 2010	human
ERMP1: endoplasmic reticulum metallopeptidase 1	down	Grondahl 2010	human
SLMO2: Slowmo homolog 2 (Drosophila)	down	Grondahl 2010	human
DOCK5: dedicator of cytokinesis 5	down	Grondahl 2010	human
CDNA: FLJ23566 fis, clone LNG10880	down	Grondahl 2010	human
POLI: polymerase (DNA directed) iota	down	Grondahl 2010	human
RABGAP1L: RAB GTPase activating protein 1-like	down	Grondahl 2010	human
SETD3: SET domain containing 3	down	Grondahl 2010	human
PHLPP: PH domain and leucine rich repeat protein phosphatase	down	Grondahl 2010	human
Transcribed locus	down	Grondahl 2010	human
GNS: glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	down	Grondahl 2010	human
CDNA clone IMAGE:4842353	down	Grondahl 2010	human
ACP1: acid phosphatase 1, soluble	down	Grondahl 2010	human
MTFR1: mitochondrial fission regulator 1	down	Grondahl 2010	human
NKTR: natural killer-tumor recognition sequence	down	Grondahl 2010	human
ELOVL4: elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	down	Grondahl 2010	human
Hs.48578.0	down	Grondahl 2010	human
SNRPD1: small nuclear ribonucleoprotein D1 polypeptide 16kDa	down	Grondahl 2010	human
RFC3: replication factor C (activator 1) 3, 38kDa	down	Grondahl 2010	human
RBM26: RNA binding motif protein 26	down	Grondahl 2010	human
TEAD1: TEA domain family member 1 (SV40 transcriptional enhancer factor)	down	Grondahl 2010	human
FAM33A: family with sequence similarity 33, member A	down	Grondahl 2010	human
PARD6B: par-6 partitioning defective 6 homolog beta (C. elegans)	down	Grondahl 2010	human
LOC342892: Hypothetical protein LOC342892	down	Grondahl 2010	human
RAD23B: RAD23 homolog B (S. cerevisiae)	down	Grondahl 2010	human
G3BP1: GTPase activating protein (SH3 domain) binding protein 1	down	Grondahl 2010	human
POLE3: polymerase (DNA directed), epsilon 3 (p17 subunit)	down	Grondahl 2010	human
MTMR1: myotubularin related protein 1	down	Grondahl 2010	human
MCM9: minichromosome maintenance complex component 9	down	Grondahl 2010	human
ARF6: ADP-ribosylation factor 6	down	Grondahl 2010	human
ANKRD13A: ankyrin repeat domain 13A	down	Grondahl 2010	human
PTEN: phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	down	Grondahl 2010	human
EEF2K: eukaryotic elongation factor-2 kinase	down	Grondahl 2010	human
TBCCD1: TBCC domain containing 1	down	Grondahl 2010	human
KCTD3: potassium channel tetramerisation domain containing 3	down	Grondahl 2010	human
TMOD3: tropomodulin 3 (ubiquitous)	down	Grondahl 2010	human
C4orf34: chromosome 4 open reading frame 34	down	Grondahl 2010	human
ABHD2: abhydrolase domain containing 2	down	Grondahl 2010	human
SEPT8: septin 8	down	Grondahl 2010	human
TOB2: transducer of ERBB2, 2	down	Grondahl 2010	human
CLIP4: CAP-GLY domain containing linker protein family, member 4	down	Grondahl 2010	human
ANAPC4: anaphase promoting complex subunit 4	down	Grondahl 2010	human
Full-length cDNA clone CS0DF038YD07 of Fetal brain of Homo sapiens (human)	down	Grondahl 2010	human
KLHL28: kelch-like 28 (Drosophila)	down	Grondahl 2010	human
STK31: serine/threonine kinase 31	down	Grondahl 2010	human
RICTOR: rapamycin-insensitive companion of mTOR	down	Grondahl 2010	human
EME1: essential meiotic endonuclease 1 homolog 1 (S. pombe)	down	Grondahl 2010	human
CAND1: cullin-associated and neddylation-dissociated 1	down	Grondahl 2010	human
NIF3L1: NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	down	Grondahl 2010	human
WAC: WW domain containing adaptor with coiled-coil	down	Grondahl 2010	human
IL13RA1: interleukin 13 receptor, alpha 1	down	Grondahl 2010	human
VTA1: Vps20-associated 1 homolog (S. cerevisiae)	down	Grondahl 2010	human
ZFP1: zinc finger protein 1 homolog (mouse)	down	Grondahl 2010	human
FAM18B: family with sequence similarity 18, member B	down	Grondahl 2010	human
CASP2: caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2)	down	Grondahl 2010	human
CYB5D1: cytochrome b5 domain containing 1	up	Grondahl 2010	human
SPIN3: spindlin family, member 3	up	Grondahl 2010	human
LRRFIP1: leucine rich repeat (in FLII) interacting protein 1	up	Grondahl 2010	human
ARID1A: AT rich interactive domain 1A (SWI-like)	up	Grondahl 2010	human
ACVR1B: activin A receptor, type IB	up	Grondahl 2010	human
C12orf5: chromosome 12 open reading frame 5	up	Grondahl 2010	human
SESN2: sestrin 2	up	Grondahl 2010	human
EBF1: early B-cell factor 1	up	Grondahl 2010	human
ZFP3: zinc finger protein 3 homolog (mouse)	up	Grondahl 2010	human
USP34: ubiquitin specific peptidase 34	up	Grondahl 2010	human
LOC90379: hypothetical protein BC002926	up	Grondahl 2010	human
OLFM1: olfactomedin 1	up	Grondahl 2010	human
PCTP: phosphatidylcholine transfer protein	up	Grondahl 2010	human
SLC41A3: solute carrier family 41, member 3	up	Grondahl 2010	human
UGCG: UDP-glucose ceramide glucosyltransferase	up	Grondahl 2010	human
PDPK1: 3-phosphoinositide dependent protein kinase-1	up	Grondahl 2010	human
POU5F1 /// POU5F1P1 /// POU5F1P3 /// POU5F1P4: POU class 5 homeobox 1 /// POU class 5 homeobox 1 pseudogene 1 /// POU class 5 homeobox 1 pseudogene 3 /// POU class 5 homeobox 1 pseudogene 4	up	Grondahl 2010	human
LOC257396: hypothetical protein LOC257396	up	Grondahl 2010	human
DDR1: discoidin domain receptor family, member 1	up	Grondahl 2010	human
FCHO1: FCH domain only 1	up	Grondahl 2010	human
TMEM43: transmembrane protein 43	up	Grondahl 2010	human
AK3L2: adenylate kinase 3-like 2	up	Grondahl 2010	human
C8orf13: chromosome 8 open reading frame 13	up	Grondahl 2010	human
HMGB1: high-mobility group box 1	up	Grondahl 2010	human
IPO7: importin 7	up	Grondahl 2010	human
RCC1 /// SNHG3-RCC1: regulator of chromosome condensation 1	up	Grondahl 2010	human
CASP9: caspase 9, apoptosis-related cysteine peptidase	up	Grondahl 2010	human
GINS3: GINS complex subunit 3 (Psf3 homolog)	up	Grondahl 2010	human
CGN: cingulin	up	Grondahl 2010	human
IQCD: IQ motif containing D	up	Grondahl 2010	human
ZCCHC3: zinc finger, CCHC domain containing 3	up	Grondahl 2010	human
GLTSCR2: glioma tumor suppressor candidate region gene 2	up	Grondahl 2010	human
TSHZ1: teashirt zinc finger homeobox 1	up	Grondahl 2010	human
GNAI2: guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	up	Grondahl 2010	human
MAD2L1BP: MAD2L1 binding protein	up	Grondahl 2010	human
GTSE1: G-2 and S-phase expressed 1	up	Grondahl 2010	human
SLC10A3: solute carrier family 10 (sodium/bile acid cotransporter family), member 3	up	Grondahl 2010	human
TBX3: T-box 3 (ulnar mammary syndrome)	up	Grondahl 2010	human
SEMA4B: sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	up	Grondahl 2010	human
ZNF148: zinc finger protein 148	up	Grondahl 2010	human
NUP42: nucleoporin like 2	up	Grondahl 2010	human
PCBP1: poly(rC) binding protein 1	up	Grondahl 2010	human
HDGFRP3: hepatoma-derived growth factor, related protein 3	up	Grondahl 2010	human
PAPD5: PAP associated domain containing 5	up	Grondahl 2010	human
ERICH1: glutamate-rich 1	up	Grondahl 2010	human
Hs.177264.0	up	Grondahl 2010	human
RELA: v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	up	Grondahl 2010	human
HAS3: hyaluronan synthase 3	up	Grondahl 2010	human
USP42: ubiquitin specific peptidase 42	up	Grondahl 2010	human
LDLRAD3: low density lipoprotein receptor class A domain containing 3	up	Grondahl 2010	human
ESCO1: establishment of cohesion 1 homolog 1 (S. cerevisiae)	up	Grondahl 2010	human
MXD4: MAX dimerization protein 4	up	Grondahl 2010	human
SGMS1: sphingomyelin synthase 1	up	Grondahl 2010	human
DTX2: deltex homolog 2 (Drosophila)	up	Grondahl 2010	human
ALDH18A1: aldehyde dehydrogenase 18 family, member A1	up	Grondahl 2010	human
LUZP1: leucine zipper protein 1	up	Grondahl 2010	human
CLK3: CDC-like kinase 3	up	Grondahl 2010	human
UBE1: ubiquitin-activating enzyme E1	up	Grondahl 2010	human
INPP1: inositol polyphosphate-1-phosphatase	up	Grondahl 2010	human
ACACA: acetyl-Coenzyme A carboxylase alpha	up	Grondahl 2010	human
GIYD1 /// GIYD2: GIY-YIG domain containing 2 /// GIY-YIG domain containing 1	up	Grondahl 2010	human
KCTD13: potassium channel tetramerisation domain containing 13	up	Grondahl 2010	human
WASL: Wiskott-Aldrich syndrome-like	up	Grondahl 2010	human
ZNF654: zinc finger protein 654	up	Grondahl 2010	human
ESPL1: extra spindle pole bodies homolog 1 (S. cerevisiae)	up	Grondahl 2010	human
CDK2AP2: CDK2-associated protein 2	up	Grondahl 2010	human
GLIPR1: GLI pathogenesis-related 1 (glioma)	up	Grondahl 2010	human
C5orf37: chromosome 5 open reading frame 37	up	Grondahl 2010	human
CCDC21: coiled-coil domain containing 21	up	Grondahl 2010	human
RAD21: RAD21 homolog (S. pombe)	up	Grondahl 2010	human
YBX1: Y box binding protein 1	up	Grondahl 2010	human
RER1: RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	up	Grondahl 2010	human
PPP3R1: protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	up	Grondahl 2010	human
CAMK2G: calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	up	Grondahl 2010	human
ARPC5L: actin related protein 2/3 complex, subunit 5-like	up	Grondahl 2010	human
CSPP1: centrosome and spindle pole associated protein 1	up	Grondahl 2010	human
MAP4K4: mitogen-activated protein kinase kinase kinase kinase 4	up	Grondahl 2010	human
ASH1L: ash1 (absent, small, or homeotic)-like (Drosophila)	up	Grondahl 2010	human
RASL11A: RAS-like, family 11, member A	up	Grondahl 2010	human
TFAP2B: transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	up	Grondahl 2010	human
C17orf42: chromosome 17 open reading frame 42	up	Grondahl 2010	human
RAVER1: ribonucleoprotein, PTB-binding 1	up	Grondahl 2010	human
FDFT1: farnesyl-diphosphate farnesyltransferase 1	up	Grondahl 2010	human
C12orf35: chromosome 12 open reading frame 35	up	Grondahl 2010	human
GRHL3: grainyhead-like 3 (Drosophila)	up	Grondahl 2010	human
SUHW2: suppressor of hairy wing homolog 2 (Drosophila)	up	Grondahl 2010	human
TRIOBP: TRIO and F-actin binding protein	up	Grondahl 2010	human
G6PD: glucose-6-phosphate dehydrogenase	up	Grondahl 2010	human
Transcribed locus	up	Grondahl 2010	human
